params,input,prompt,generator choices,labels
"{'prefix': '\\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","had to go back & forth with customer service to get the same price two of my friends were paying... even tho i'm unemployed bc of covid & both of my friends have good jobs... first counselor i was paired with was a christian counselor (i'm jewish)... 2nd counselor was alright for a a week but then after a few weeks i realized all she ever did was ask me how i was doing every 2 days... the conversation never really went farther than that... the one time i opened up to that therapist she told me i had a choice in a particular situation where i really didn't, then she went onto brag about how she was homeless at 16 with 3 dependents... lol this counselor, according to betterhelp, supposedly had 25 years of experience & was competing with me about how bad our experiences were... so after that i switched a bunch of times bc i kept getting paired men or ppl with only a few years of experience... i know i'm a tough case... i know i need someone who can handle a lot... anyway, after the 5th or 6th switch i got frustrated over multiple misunderstandings with customer service about pricing so i asked for my money back & without any response or confirmation my subscription was cancelled 2 days later... after i had just turned in my first therapy assignment... and then i was told i wouldn't be able to get the same price i was paying before if i resigned up... so i responded by reminding them that they were in the business of helping ppl who are hurting & that their system was infuriating for someone who's just trying to get help... so then they changed their tune real quick & offered me the price i wanted but i told them i had already signed up with talkspace & immediately my experience was much better with zero frustrations!","had to go back & forth with customer service to get the same price two of my friends were paying... even tho i'm unemployed bc of covid & both of my friends have good jobs... first counselor i was paired with was a christian counselor (i'm jewish)... 2nd counselor was alright for a a week but then after a few weeks i realized all she ever did was ask me how i was doing every 2 days... the conversation never really went farther than that... the one time i opened up to that therapist she told me i had a choice in a particular situation where i really didn't, then she went onto brag about how she was homeless at 16 with 3 dependents... lol this counselor, according to betterhelp, supposedly had 25 years of experience & was competing with me about how bad our experiences were... so after that i switched a bunch of times bc i kept getting paired men or ppl with only a few years of experience... i know i'm a tough case... i know i need someone who can handle a lot... anyway, after the 5th or 6th switch i got frustrated over multiple misunderstandings with customer service about pricing so i asked for my money back & without any response or confirmation my subscription was cancelled 2 days later... after i had just turned in my first therapy assignment... and then i was told i wouldn't be able to get the same price i was paying before if i resigned up... so i responded by reminding them that they were in the business of helping ppl who are hurting & that their system was infuriating for someone who's just trying to get help... so then they changed their tune real quick & offered me the price i wanted but i told them i had already signed up with talkspace & immediately my experience was much better with zero frustrations!
\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336f01ea0> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Customer service responsiveness\n2. Counselor qualifications and experience\n3. Cultural sensitivity and diversity\n4. Pricing transparency and consistency\n5. User-friendly platform and navigation"",
    ""role"": ""assistant""
  }
}]","['1. Customer service responsiveness', '2. Counselor qualifications and experience', '3. Cultural sensitivity and diversity', '4. Pricing transparency and consistency', '5. User-friendly platform and navigation']"
"{'prefix': '\\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}",just downloaded rootd today & i think itz such a cute lil app & it helped meh feel calm itz helping my anxiety i highly recommend it to others who live alone try it gives yuh nice  info of anxiety so yuh can really understand what it really is & i learned dat it's no big deal & dat there's nothing to b afraid of but only a natural sensation dat comes & goes but dat yuh have to b brave because yuh r in control of it not it of yuh & since before i did have like a phobia of elevators but now slowly gonna b killing this fear thx 4 reminding me dat i'm in control makes me feel so much better & dat i gotta b brave thx  god bless yuh rootd company & thx 4 looking out 4 us out here.,"just downloaded rootd today & i think itz such a cute lil app & it helped meh feel calm itz helping my anxiety i highly recommend it to others who live alone try it gives yuh nice  info of anxiety so yuh can really understand what it really is & i learned dat it's no big deal & dat there's nothing to b afraid of but only a natural sensation dat comes & goes but dat yuh have to b brave because yuh r in control of it not it of yuh & since before i did have like a phobia of elevators but now slowly gonna b killing this fear thx 4 reminding me dat i'm in control makes me feel so much better & dat i gotta b brave thx  god bless yuh rootd company & thx 4 looking out 4 us out here.
\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef0220> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Usability: The app is described as \""cute\"" and easy to use, which contributes to its effectiveness in helping the user feel calm.\n\n2. Performance: The app is able to provide information about anxiety and help the user understand and manage their symptoms, which demonstrates its ability to perform its intended function.\n\n3. Reliability: The app is recommended to others, indicating that it has been reliable in helping the user manage their anxiety.\n\n4. Security: There is no mention of security concerns in the review.\n\n5. Compatibility: There is no mention of compatibility issues in the review."",
    ""role"": ""assistant""
  }
}]","['1. Usability: The app is described as ""cute"" and easy to use, which contributes to its effectiveness in helping the user feel calm.', '', '2. Performance: The app is able to provide information about anxiety and help the user understand and manage their symptoms, which demonstrates its ability to perform its intended function.', '', '3. Reliability: The app is recommended to others, indicating that it has been reliable in helping the user manage their anxiety.', '', '4. Security: There is no mention of security concerns in the review.', '', '5. Compatibility: There is no mention of compatibility issues in the review.']"
"{'prefix': '\\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","i accidentally downloaded it(via my niece) and now i got an update saying i am now a proud owner of the yearly subscription... this app does not make you calm i am highly irritated that they use marketing to little kids to get their sales.. she claimed she accidentally clicked and installed the app while watching ryan, she's only 3 going on 4 so i do not entirely blame her(although i have strictly told her not to download things from the ads she sees for these reasons) but i do understand the terms and services of apple and how they don't let you make returns on stuff like this, it's highly irritating and ironic that an app called calm would make me so dang agitated... please do not have a mindset of a 3 year old when downloading this or you'll pay the price of $75 as i have... 

merry christmas/ happy holidays :)) 

(i've copied and pasted into my notes incase this review is removed for any reason on distributers or apple's side)","i accidentally downloaded it(via my niece) and now i got an update saying i am now a proud owner of the yearly subscription... this app does not make you calm i am highly irritated that they use marketing to little kids to get their sales.. she claimed she accidentally clicked and installed the app while watching ryan, she's only 3 going on 4 so i do not entirely blame her(although i have strictly told her not to download things from the ads she sees for these reasons) but i do understand the terms and services of apple and how they don't let you make returns on stuff like this, it's highly irritating and ironic that an app called calm would make me so dang agitated... please do not have a mindset of a 3 year old when downloading this or you'll pay the price of $75 as i have... 

merry christmas/ happy holidays :)) 

(i've copied and pasted into my notes incase this review is removed for any reason on distributers or apple's side)
\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef3540> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Usability: The app is not user-friendly, especially for children who may accidentally make purchases or download the app without understanding the consequences.\n\n2. Security: The app's terms and services do not allow for returns or refunds, which can be frustrating for users who accidentally make purchases or are dissatisfied with the app.\n\n3. Marketing: The app uses marketing tactics targeted towards children, which can be misleading and unethical.\n\n4. Performance: The app does not fulfill its intended purpose of promoting calmness and relaxation, as the reviewer experienced irritation and frustration.\n\n5. Compatibility: The app is only available on Apple devices, which may limit its accessibility to users who do not use Apple products."",
    ""role"": ""assistant""
  }
}]","['1. Usability: The app is not user-friendly, especially for children who may accidentally make purchases or download the app without understanding the consequences.', '', ""2. Security: The app's terms and services do not allow for returns or refunds, which can be frustrating for users who accidentally make purchases or are dissatisfied with the app."", '', '3. Marketing: The app uses marketing tactics targeted towards children, which can be misleading and unethical.', '', '4. Performance: The app does not fulfill its intended purpose of promoting calmness and relaxation, as the reviewer experienced irritation and frustration.', '', '5. Compatibility: The app is only available on Apple devices, which may limit its accessibility to users who do not use Apple products.']"
"{'prefix': '\\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","this app is for anxiety and to help people who have trouble falling asleep and i can't believe that an app that is supposed to help with things like that that people can't control makes you pay $70 a year you might think that these people would be generous and let you at least have a few things unlocked but no literally every single thing is locked and you can't use it unless you have the stupid extremely expensive subscription again this is especially insane because this is an app for people who have trouble falling asleep or anxiety and you make them pay for something they can't control i feel like this app should be free or at least make it a $10 app because this is insane how much money you want people to pay so they can have better control on something that's really hard for them to handle what you're doing is greedy, selfish, and rude i honestly don't know why there are so many good reviews about this because you literally cannot use anything without the expensive subscription other people might have enough money to pay for something like this but i definitely don't have enough money to pay for something this expensive","this app is for anxiety and to help people who have trouble falling asleep and i can't believe that an app that is supposed to help with things like that that people can't control makes you pay $70 a year you might think that these people would be generous and let you at least have a few things unlocked but no literally every single thing is locked and you can't use it unless you have the stupid extremely expensive subscription again this is especially insane because this is an app for people who have trouble falling asleep or anxiety and you make them pay for something they can't control i feel like this app should be free or at least make it a $10 app because this is insane how much money you want people to pay so they can have better control on something that's really hard for them to handle what you're doing is greedy, selfish, and rude i honestly don't know why there are so many good reviews about this because you literally cannot use anything without the expensive subscription other people might have enough money to pay for something like this but i definitely don't have enough money to pay for something this expensive
\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef3680> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Cost-effectiveness\n2. Accessibility\n3. Usability\n4. Reliability\n5. Performance"",
    ""role"": ""assistant""
  }
}]","['1. Cost-effectiveness', '2. Accessibility', '3. Usability', '4. Reliability', '5. Performance']"
"{'prefix': '\\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","i've been using betterhelp for maybe six months now i have a student discount but even with the student discount it is pricey but i believe it is worth it you can switch your therapist if you don't like them which i do like a lot you can video chat text or phone call your therapist and share journal entries which i love you can also attend virtual meetings about other topics that you're interested in like group therapy
i went through two other therapist but i finally found the perfect one the other ones are really good though just not for me what issue i do have is that when i'm doing a voice call session if i hit mute and unmute then it keeps going back on mute every five seconds which is pretty annoying i've already reported it hopefully they can fix that bug soon but other than that the app functionality is good","i've been using betterhelp for maybe six months now i have a student discount but even with the student discount it is pricey but i believe it is worth it you can switch your therapist if you don't like them which i do like a lot you can video chat text or phone call your therapist and share journal entries which i love you can also attend virtual meetings about other topics that you're interested in like group therapy
i went through two other therapist but i finally found the perfect one the other ones are really good though just not for me what issue i do have is that when i'm doing a voice call session if i hit mute and unmute then it keeps going back on mute every five seconds which is pretty annoying i've already reported it hopefully they can fix that bug soon but other than that the app functionality is good
\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef0310> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Usability: The app should be easy to use and navigate for the user, with features such as switching therapists and attending virtual meetings.\n\n2. Performance: The app should function smoothly without any technical glitches or bugs, such as the issue with the mute button during voice calls.\n\n3. Reliability: The app should be dependable and consistent in providing access to therapy sessions and other features.\n\n4. Security: The app should ensure the privacy and confidentiality of user data, including journal entries and personal information.\n\n5. Cost: The app should provide affordable pricing options, such as student discounts, while still offering high-quality therapy services."",
    ""role"": ""assistant""
  }
}]","['1. Usability: The app should be easy to use and navigate for the user, with features such as switching therapists and attending virtual meetings.', '', '2. Performance: The app should function smoothly without any technical glitches or bugs, such as the issue with the mute button during voice calls.', '', '3. Reliability: The app should be dependable and consistent in providing access to therapy sessions and other features.', '', '4. Security: The app should ensure the privacy and confidentiality of user data, including journal entries and personal information.', '', '5. Cost: The app should provide affordable pricing options, such as student discounts, while still offering high-quality therapy services.']"
"{'prefix': '\\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","i went to the website and tried to sign up for a basic membership or trial but the site literally will not let you 
it skips over basic membership and charges you $65 for a year to try it and then  says it won't refund any of your money and that you have to contact apple support and beg them for a refund and maybe apple will refund and maybe not 

the same two ppl narrate pretty much everything i tried on the app and the woman tamara's voice is extremely annoying 
i can't meditate to that 
i tried to get a refund and there's no way to contact anyone so think twice before you spend 65 dollars to try something because you can not get refund 
i will be calling credit card company tomorrow to do a charge back 
i used the app for about 30 minutes so i think a month charge would be fair but nope it's $65 .","i went to the website and tried to sign up for a basic membership or trial but the site literally will not let you 
it skips over basic membership and charges you $65 for a year to try it and then  says it won't refund any of your money and that you have to contact apple support and beg them for a refund and maybe apple will refund and maybe not 

the same two ppl narrate pretty much everything i tried on the app and the woman tamara's voice is extremely annoying 
i can't meditate to that 
i tried to get a refund and there's no way to contact anyone so think twice before you spend 65 dollars to try something because you can not get refund 
i will be calling credit card company tomorrow to do a charge back 
i used the app for about 30 minutes so i think a month charge would be fair but nope it's $65 .
\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336f01c20> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Refund Policy\n2. User Interface Design\n3. Customer Support\n4. Membership Options\n5. Audio Quality"",
    ""role"": ""assistant""
  }
}]","['1. Refund Policy', '2. User Interface Design', '3. Customer Support', '4. Membership Options', '5. Audio Quality']"
"{'prefix': '\\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","even though mediation sounds dumb' for some people, headspace is the very opposite; it gives me mindfulness tips and follow up with a mediation, making the mindfulness lesson more memorable, and what i learned so far (and all of them are so freaking helpful) are: observe thoughts instead of reacting and getting carried away with them, if we're reacting to thoughts we are keeping the emotion alive, adding more fuel to the fire; let's thoughts come and go, with a gentle or effortless focus; having a daydream sense of mind let's us take things less seriously and it gives us more freedom, and sooooo many more (i can't remember all at the moment).","even though mediation sounds dumb' for some people, headspace is the very opposite; it gives me mindfulness tips and follow up with a mediation, making the mindfulness lesson more memorable, and what i learned so far (and all of them are so freaking helpful) are: observe thoughts instead of reacting and getting carried away with them, if we're reacting to thoughts we are keeping the emotion alive, adding more fuel to the fire; let's thoughts come and go, with a gentle or effortless focus; having a daydream sense of mind let's us take things less seriously and it gives us more freedom, and sooooo many more (i can't remember all at the moment).
\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef35e0> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Mindfulness tips\n2. Follow-up meditation\n3. Observing thoughts\n4. Effortless focus\n5. Daydream sense of mind"",
    ""role"": ""assistant""
  }
}]","['1. Mindfulness tips', '2. Follow-up meditation', '3. Observing thoughts', '4. Effortless focus', '5. Daydream sense of mind']"
"{'prefix': '\\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","as a marketing, public relations and communications agency owner and consultant i have worked with many hundreds of journalists and writers and can say whole heartedly that dan harris is among the best interviewers - he knows the subjects so well he is able to distill scientific and professional jargon into simple language for the novice or beginner student of mindfulness, meditation and other subjects  which have proven evidence based results for helping us heal and evolve our self care toward a more joy filled and less stressful life.","as a marketing, public relations and communications agency owner and consultant i have worked with many hundreds of journalists and writers and can say whole heartedly that dan harris is among the best interviewers - he knows the subjects so well he is able to distill scientific and professional jargon into simple language for the novice or beginner student of mindfulness, meditation and other subjects  which have proven evidence based results for helping us heal and evolve our self care toward a more joy filled and less stressful life.
\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef3a40> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Usability\n2. Performance\n3. Security\n4. Compatibility\n5. Reliability"",
    ""role"": ""assistant""
  }
}]","['1. Usability', '2. Performance', '3. Security', '4. Compatibility', '5. Reliability']"
"{'prefix': '\\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","the ai uses an excess of emojis and even the responses that are supposed to be able to be written and interpreted use them excessively

the reviews are certainly heavily inflated whether by app stores themselves or purchased reviews, any and all developer responses are scripts that they only tweak to say we assure you we x, likely to try and spread disinformation

they backlessly claim they've had the ai which is in fact a preprogrammed questionnaire tested at esteemed universities, and continuously inflate their own egos by praising themselves within the first minute of talking with the ai

as said by another reviewer, it is extraordinarily childish in behaviour, and talks patronisingly","the ai uses an excess of emojis and even the responses that are supposed to be able to be written and interpreted use them excessively

the reviews are certainly heavily inflated whether by app stores themselves or purchased reviews, any and all developer responses are scripts that they only tweak to say we assure you we x, likely to try and spread disinformation

they backlessly claim they've had the ai which is in fact a preprogrammed questionnaire tested at esteemed universities, and continuously inflate their own egos by praising themselves within the first minute of talking with the ai

as said by another reviewer, it is extraordinarily childish in behaviour, and talks patronisingly
\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef3900> JSON: {
  ""finish_reason"": ""length"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. User Interface: The excessive use of emojis and patronizing language in the app's responses suggest a poor user interface design that may not be suitable for all users.\n\n2. Performance: The inflated reviews and scripted developer responses raise concerns about the app's actual performance and reliability.\n\n3. Usability: The app's behavior, including the excessive use of emojis and patronizing language, suggests poor usability and may make it difficult for users to interact with the app effectively.\n\n4. Security: The review does not mention any security concerns, but it is an important non-functional requirement for any mental health app that deals with sensitive user data.\n\n5. Compatibility: The review does not mention any compatibility issues, but it is an important non-functional requirement for any"",
    ""role"": ""assistant""
  }
}]","[""1. User Interface: The excessive use of emojis and patronizing language in the app's responses suggest a poor user interface design that may not be suitable for all users."", '', ""2. Performance: The inflated reviews and scripted developer responses raise concerns about the app's actual performance and reliability."", '', ""3. Usability: The app's behavior, including the excessive use of emojis and patronizing language, suggests poor usability and may make it difficult for users to interact with the app effectively."", '', '4. Security: The review does not mention any security concerns, but it is an important non-functional requirement for any mental health app that deals with sensitive user data.', '', '5. Compatibility: The review does not mention any compatibility issues, but it is an important non-functional requirement for any']"
"{'prefix': '\\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","even though a decent app there are issues
no linkage to app store purchase history 
no notification of impending renewal 
no non-automated response to inquiries 
no way to cancel via app store
says billed via apple pay but transaction doesn't show on apple pay transactions
subscription defaulted to family plan at 2x the price
unsubscribe did not issue a refund
billing terms can't be found
impossible to get a real support person to help
disputing via credit card, last resort.","even though a decent app there are issues
no linkage to app store purchase history 
no notification of impending renewal 
no non-automated response to inquiries 
no way to cancel via app store
says billed via apple pay but transaction doesn't show on apple pay transactions
subscription defaulted to family plan at 2x the price
unsubscribe did not issue a refund
billing terms can't be found
impossible to get a real support person to help
disputing via credit card, last resort.
\Five labels for Non Functional Requirements that are covered in the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336f72450> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Billing and Payment\n2. Customer Support\n3. Subscription Management\n4. Notification and Alerts\n5. Refund Policy"",
    ""role"": ""assistant""
  }
}]","['1. Billing and Payment', '2. Customer Support', '3. Subscription Management', '4. Notification and Alerts', '5. Refund Policy']"
