params,input,prompt,generator choices,labels
"{'prefix': '\nFive labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","had to go back & forth with customer service to get the same price two of my friends were paying... even tho i'm unemployed bc of covid & both of my friends have good jobs... first counselor i was paired with was a christian counselor (i'm jewish)... 2nd counselor was alright for a a week but then after a few weeks i realized all she ever did was ask me how i was doing every 2 days... the conversation never really went farther than that... the one time i opened up to that therapist she told me i had a choice in a particular situation where i really didn't, then she went onto brag about how she was homeless at 16 with 3 dependents... lol this counselor, according to betterhelp, supposedly had 25 years of experience & was competing with me about how bad our experiences were... so after that i switched a bunch of times bc i kept getting paired men or ppl with only a few years of experience... i know i'm a tough case... i know i need someone who can handle a lot... anyway, after the 5th or 6th switch i got frustrated over multiple misunderstandings with customer service about pricing so i asked for my money back & without any response or confirmation my subscription was cancelled 2 days later... after i had just turned in my first therapy assignment... and then i was told i wouldn't be able to get the same price i was paying before if i resigned up... so i responded by reminding them that they were in the business of helping ppl who are hurting & that their system was infuriating for someone who's just trying to get help... so then they changed their tune real quick & offered me the price i wanted but i told them i had already signed up with talkspace & immediately my experience was much better with zero frustrations!","had to go back & forth with customer service to get the same price two of my friends were paying... even tho i'm unemployed bc of covid & both of my friends have good jobs... first counselor i was paired with was a christian counselor (i'm jewish)... 2nd counselor was alright for a a week but then after a few weeks i realized all she ever did was ask me how i was doing every 2 days... the conversation never really went farther than that... the one time i opened up to that therapist she told me i had a choice in a particular situation where i really didn't, then she went onto brag about how she was homeless at 16 with 3 dependents... lol this counselor, according to betterhelp, supposedly had 25 years of experience & was competing with me about how bad our experiences were... so after that i switched a bunch of times bc i kept getting paired men or ppl with only a few years of experience... i know i'm a tough case... i know i need someone who can handle a lot... anyway, after the 5th or 6th switch i got frustrated over multiple misunderstandings with customer service about pricing so i asked for my money back & without any response or confirmation my subscription was cancelled 2 days later... after i had just turned in my first therapy assignment... and then i was told i wouldn't be able to get the same price i was paying before if i resigned up... so i responded by reminding them that they were in the business of helping ppl who are hurting & that their system was infuriating for someone who's just trying to get help... so then they changed their tune real quick & offered me the price i wanted but i told them i had already signed up with talkspace & immediately my experience was much better with zero frustrations!

Five labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ec94a0> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Frustrating customer service\n2. Inexperienced counselors\n3. Religious mismatch\n4. Lack of progress in therapy\n5. Better experience with Talkspace"",
    ""role"": ""assistant""
  }
}]","['1. Frustrating customer service', '2. Inexperienced counselors', '3. Religious mismatch', '4. Lack of progress in therapy', '5. Better experience with Talkspace']"
"{'prefix': '\nFive labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}",just downloaded rootd today & i think itz such a cute lil app & it helped meh feel calm itz helping my anxiety i highly recommend it to others who live alone try it gives yuh nice  info of anxiety so yuh can really understand what it really is & i learned dat it's no big deal & dat there's nothing to b afraid of but only a natural sensation dat comes & goes but dat yuh have to b brave because yuh r in control of it not it of yuh & since before i did have like a phobia of elevators but now slowly gonna b killing this fear thx 4 reminding me dat i'm in control makes me feel so much better & dat i gotta b brave thx  god bless yuh rootd company & thx 4 looking out 4 us out here.,"just downloaded rootd today & i think itz such a cute lil app & it helped meh feel calm itz helping my anxiety i highly recommend it to others who live alone try it gives yuh nice  info of anxiety so yuh can really understand what it really is & i learned dat it's no big deal & dat there's nothing to b afraid of but only a natural sensation dat comes & goes but dat yuh have to b brave because yuh r in control of it not it of yuh & since before i did have like a phobia of elevators but now slowly gonna b killing this fear thx 4 reminding me dat i'm in control makes me feel so much better & dat i gotta b brave thx  god bless yuh rootd company & thx 4 looking out 4 us out here.

Five labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef0310> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Calming and informative\n2. Helpful for anxiety\n3. Empowering and reassuring\n4. Encourages bravery\n5. Grateful for Rootd"",
    ""role"": ""assistant""
  }
}]","['1. Calming and informative', '2. Helpful for anxiety', '3. Empowering and reassuring', '4. Encourages bravery', '5. Grateful for Rootd']"
"{'prefix': '\nFive labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","i accidentally downloaded it(via my niece) and now i got an update saying i am now a proud owner of the yearly subscription... this app does not make you calm i am highly irritated that they use marketing to little kids to get their sales.. she claimed she accidentally clicked and installed the app while watching ryan, she's only 3 going on 4 so i do not entirely blame her(although i have strictly told her not to download things from the ads she sees for these reasons) but i do understand the terms and services of apple and how they don't let you make returns on stuff like this, it's highly irritating and ironic that an app called calm would make me so dang agitated... please do not have a mindset of a 3 year old when downloading this or you'll pay the price of $75 as i have... 

merry christmas/ happy holidays :)) 

(i've copied and pasted into my notes incase this review is removed for any reason on distributers or apple's side)","i accidentally downloaded it(via my niece) and now i got an update saying i am now a proud owner of the yearly subscription... this app does not make you calm i am highly irritated that they use marketing to little kids to get their sales.. she claimed she accidentally clicked and installed the app while watching ryan, she's only 3 going on 4 so i do not entirely blame her(although i have strictly told her not to download things from the ads she sees for these reasons) but i do understand the terms and services of apple and how they don't let you make returns on stuff like this, it's highly irritating and ironic that an app called calm would make me so dang agitated... please do not have a mindset of a 3 year old when downloading this or you'll pay the price of $75 as i have... 

merry christmas/ happy holidays :)) 

(i've copied and pasted into my notes incase this review is removed for any reason on distributers or apple's side)

Five labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef3360> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Deceptive marketing tactics\n2. Unintentional subscription purchase\n3. Frustration with inability to return\n4. App does not promote calmness\n5. Warning to be cautious when downloading"",
    ""role"": ""assistant""
  }
}]","['1. Deceptive marketing tactics', '2. Unintentional subscription purchase', '3. Frustration with inability to return', '4. App does not promote calmness', '5. Warning to be cautious when downloading']"
"{'prefix': '\nFive labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","this app is for anxiety and to help people who have trouble falling asleep and i can't believe that an app that is supposed to help with things like that that people can't control makes you pay $70 a year you might think that these people would be generous and let you at least have a few things unlocked but no literally every single thing is locked and you can't use it unless you have the stupid extremely expensive subscription again this is especially insane because this is an app for people who have trouble falling asleep or anxiety and you make them pay for something they can't control i feel like this app should be free or at least make it a $10 app because this is insane how much money you want people to pay so they can have better control on something that's really hard for them to handle what you're doing is greedy, selfish, and rude i honestly don't know why there are so many good reviews about this because you literally cannot use anything without the expensive subscription other people might have enough money to pay for something like this but i definitely don't have enough money to pay for something this expensive","this app is for anxiety and to help people who have trouble falling asleep and i can't believe that an app that is supposed to help with things like that that people can't control makes you pay $70 a year you might think that these people would be generous and let you at least have a few things unlocked but no literally every single thing is locked and you can't use it unless you have the stupid extremely expensive subscription again this is especially insane because this is an app for people who have trouble falling asleep or anxiety and you make them pay for something they can't control i feel like this app should be free or at least make it a $10 app because this is insane how much money you want people to pay so they can have better control on something that's really hard for them to handle what you're doing is greedy, selfish, and rude i honestly don't know why there are so many good reviews about this because you literally cannot use anything without the expensive subscription other people might have enough money to pay for something like this but i definitely don't have enough money to pay for something this expensive

Five labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef31d0> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Expensive subscription\n2. Greedy and selfish\n3. Not helpful for those in need\n4. Limited access without payment\n5. Disappointing and frustrating"",
    ""role"": ""assistant""
  }
}]","['1. Expensive subscription', '2. Greedy and selfish', '3. Not helpful for those in need', '4. Limited access without payment', '5. Disappointing and frustrating']"
"{'prefix': '\nFive labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","i've been using betterhelp for maybe six months now i have a student discount but even with the student discount it is pricey but i believe it is worth it you can switch your therapist if you don't like them which i do like a lot you can video chat text or phone call your therapist and share journal entries which i love you can also attend virtual meetings about other topics that you're interested in like group therapy
i went through two other therapist but i finally found the perfect one the other ones are really good though just not for me what issue i do have is that when i'm doing a voice call session if i hit mute and unmute then it keeps going back on mute every five seconds which is pretty annoying i've already reported it hopefully they can fix that bug soon but other than that the app functionality is good","i've been using betterhelp for maybe six months now i have a student discount but even with the student discount it is pricey but i believe it is worth it you can switch your therapist if you don't like them which i do like a lot you can video chat text or phone call your therapist and share journal entries which i love you can also attend virtual meetings about other topics that you're interested in like group therapy
i went through two other therapist but i finally found the perfect one the other ones are really good though just not for me what issue i do have is that when i'm doing a voice call session if i hit mute and unmute then it keeps going back on mute every five seconds which is pretty annoying i've already reported it hopefully they can fix that bug soon but other than that the app functionality is good

Five labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef36d0> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Expensive but Worthwhile\n2. Flexible Therapy Options\n3. Virtual Group Meetings\n4. Easy to Switch Therapists\n5. App Functionality Issues"",
    ""role"": ""assistant""
  }
}]","['1. Expensive but Worthwhile', '2. Flexible Therapy Options', '3. Virtual Group Meetings', '4. Easy to Switch Therapists', '5. App Functionality Issues']"
"{'prefix': '\nFive labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","i went to the website and tried to sign up for a basic membership or trial but the site literally will not let you 
it skips over basic membership and charges you $65 for a year to try it and then  says it won't refund any of your money and that you have to contact apple support and beg them for a refund and maybe apple will refund and maybe not 

the same two ppl narrate pretty much everything i tried on the app and the woman tamara's voice is extremely annoying 
i can't meditate to that 
i tried to get a refund and there's no way to contact anyone so think twice before you spend 65 dollars to try something because you can not get refund 
i will be calling credit card company tomorrow to do a charge back 
i used the app for about 30 minutes so i think a month charge would be fair but nope it's $65 .","i went to the website and tried to sign up for a basic membership or trial but the site literally will not let you 
it skips over basic membership and charges you $65 for a year to try it and then  says it won't refund any of your money and that you have to contact apple support and beg them for a refund and maybe apple will refund and maybe not 

the same two ppl narrate pretty much everything i tried on the app and the woman tamara's voice is extremely annoying 
i can't meditate to that 
i tried to get a refund and there's no way to contact anyone so think twice before you spend 65 dollars to try something because you can not get refund 
i will be calling credit card company tomorrow to do a charge back 
i used the app for about 30 minutes so i think a month charge would be fair but nope it's $65 .

Five labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336ef3f90> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Deceptive pricing practices\n2. Annoying narration\n3. No refund policy\n4. Poor customer support\n5. Unreasonable charges"",
    ""role"": ""assistant""
  }
}]","['1. Deceptive pricing practices', '2. Annoying narration', '3. No refund policy', '4. Poor customer support', '5. Unreasonable charges']"
"{'prefix': '\nFive labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","even though mediation sounds dumb' for some people, headspace is the very opposite; it gives me mindfulness tips and follow up with a mediation, making the mindfulness lesson more memorable, and what i learned so far (and all of them are so freaking helpful) are: observe thoughts instead of reacting and getting carried away with them, if we're reacting to thoughts we are keeping the emotion alive, adding more fuel to the fire; let's thoughts come and go, with a gentle or effortless focus; having a daydream sense of mind let's us take things less seriously and it gives us more freedom, and sooooo many more (i can't remember all at the moment).","even though mediation sounds dumb' for some people, headspace is the very opposite; it gives me mindfulness tips and follow up with a mediation, making the mindfulness lesson more memorable, and what i learned so far (and all of them are so freaking helpful) are: observe thoughts instead of reacting and getting carried away with them, if we're reacting to thoughts we are keeping the emotion alive, adding more fuel to the fire; let's thoughts come and go, with a gentle or effortless focus; having a daydream sense of mind let's us take things less seriously and it gives us more freedom, and sooooo many more (i can't remember all at the moment).

Five labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336f03a90> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Mindfulness Made Easy\n2. Thought Observation Techniques\n3. Effortless Focus Tips\n4. Freedom through Daydreaming\n5. Helpful Mindfulness Lessons"",
    ""role"": ""assistant""
  }
}]","['1. Mindfulness Made Easy', '2. Thought Observation Techniques', '3. Effortless Focus Tips', '4. Freedom through Daydreaming', '5. Helpful Mindfulness Lessons']"
"{'prefix': '\nFive labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","as a marketing, public relations and communications agency owner and consultant i have worked with many hundreds of journalists and writers and can say whole heartedly that dan harris is among the best interviewers - he knows the subjects so well he is able to distill scientific and professional jargon into simple language for the novice or beginner student of mindfulness, meditation and other subjects  which have proven evidence based results for helping us heal and evolve our self care toward a more joy filled and less stressful life.","as a marketing, public relations and communications agency owner and consultant i have worked with many hundreds of journalists and writers and can say whole heartedly that dan harris is among the best interviewers - he knows the subjects so well he is able to distill scientific and professional jargon into simple language for the novice or beginner student of mindfulness, meditation and other subjects  which have proven evidence based results for helping us heal and evolve our self care toward a more joy filled and less stressful life.

Five labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336f034f0> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Mindfulness expert\n2. Effective communicator\n3. Experienced consultant\n4. Skilled interviewer\n5. Evidence-based advocate"",
    ""role"": ""assistant""
  }
}]","['1. Mindfulness expert', '2. Effective communicator', '3. Experienced consultant', '4. Skilled interviewer', '5. Evidence-based advocate']"
"{'prefix': '\nFive labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","the ai uses an excess of emojis and even the responses that are supposed to be able to be written and interpreted use them excessively

the reviews are certainly heavily inflated whether by app stores themselves or purchased reviews, any and all developer responses are scripts that they only tweak to say we assure you we x, likely to try and spread disinformation

they backlessly claim they've had the ai which is in fact a preprogrammed questionnaire tested at esteemed universities, and continuously inflate their own egos by praising themselves within the first minute of talking with the ai

as said by another reviewer, it is extraordinarily childish in behaviour, and talks patronisingly","the ai uses an excess of emojis and even the responses that are supposed to be able to be written and interpreted use them excessively

the reviews are certainly heavily inflated whether by app stores themselves or purchased reviews, any and all developer responses are scripts that they only tweak to say we assure you we x, likely to try and spread disinformation

they backlessly claim they've had the ai which is in fact a preprogrammed questionnaire tested at esteemed universities, and continuously inflate their own egos by praising themselves within the first minute of talking with the ai

as said by another reviewer, it is extraordinarily childish in behaviour, and talks patronisingly

Five labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336f03d10> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Excessive Emojis\n2. Inflated Reviews\n3. Scripted Responses\n4. Ego Inflation\n5. Childish Behavior"",
    ""role"": ""assistant""
  }
}]","['1. Excessive Emojis', '2. Inflated Reviews', '3. Scripted Responses', '4. Ego Inflation', '5. Childish Behavior']"
"{'prefix': '\nFive labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","even though a decent app there are issues
no linkage to app store purchase history 
no notification of impending renewal 
no non-automated response to inquiries 
no way to cancel via app store
says billed via apple pay but transaction doesn't show on apple pay transactions
subscription defaulted to family plan at 2x the price
unsubscribe did not issue a refund
billing terms can't be found
impossible to get a real support person to help
disputing via credit card, last resort.","even though a decent app there are issues
no linkage to app store purchase history 
no notification of impending renewal 
no non-automated response to inquiries 
no way to cancel via app store
says billed via apple pay but transaction doesn't show on apple pay transactions
subscription defaulted to family plan at 2x the price
unsubscribe did not issue a refund
billing terms can't be found
impossible to get a real support person to help
disputing via credit card, last resort.

Five labels (two to three words) with very concise remarks that best summarize the above-mentioned mental health app review are: ","[<OpenAIObject at 0x7f0336f03ef0> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Billing issues\n2. Lack of transparency\n3. Poor customer support\n4. Subscription problems\n5. Refund concerns"",
    ""role"": ""assistant""
  }
}]","['1. Billing issues', '2. Lack of transparency', '3. Poor customer support', '4. Subscription problems', '5. Refund concerns']"
