params,input,prompt,generator choices,labels
"{'prefix': '\nGenerate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.\nDesired format: {label}: {description}\n', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","had to go back & forth with customer service to get the same price two of my friends were paying... even tho i'm unemployed bc of covid & both of my friends have good jobs... first counselor i was paired with was a christian counselor (i'm jewish)... 2nd counselor was alright for a a week but then after a few weeks i realized all she ever did was ask me how i was doing every 2 days... the conversation never really went farther than that... the one time i opened up to that therapist she told me i had a choice in a particular situation where i really didn't, then she went onto brag about how she was homeless at 16 with 3 dependents... lol this counselor, according to betterhelp, supposedly had 25 years of experience & was competing with me about how bad our experiences were... so after that i switched a bunch of times bc i kept getting paired men or ppl with only a few years of experience... i know i'm a tough case... i know i need someone who can handle a lot... anyway, after the 5th or 6th switch i got frustrated over multiple misunderstandings with customer service about pricing so i asked for my money back & without any response or confirmation my subscription was cancelled 2 days later... after i had just turned in my first therapy assignment... and then i was told i wouldn't be able to get the same price i was paying before if i resigned up... so i responded by reminding them that they were in the business of helping ppl who are hurting & that their system was infuriating for someone who's just trying to get help... so then they changed their tune real quick & offered me the price i wanted but i told them i had already signed up with talkspace & immediately my experience was much better with zero frustrations!","
Generate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.
Desired format: {label}: {description}
Review: """"""
had to go back & forth with customer service to get the same price two of my friends were paying... even tho i'm unemployed bc of covid & both of my friends have good jobs... first counselor i was paired with was a christian counselor (i'm jewish)... 2nd counselor was alright for a a week but then after a few weeks i realized all she ever did was ask me how i was doing every 2 days... the conversation never really went farther than that... the one time i opened up to that therapist she told me i had a choice in a particular situation where i really didn't, then she went onto brag about how she was homeless at 16 with 3 dependents... lol this counselor, according to betterhelp, supposedly had 25 years of experience & was competing with me about how bad our experiences were... so after that i switched a bunch of times bc i kept getting paired men or ppl with only a few years of experience... i know i'm a tough case... i know i need someone who can handle a lot... anyway, after the 5th or 6th switch i got frustrated over multiple misunderstandings with customer service about pricing so i asked for my money back & without any response or confirmation my subscription was cancelled 2 days later... after i had just turned in my first therapy assignment... and then i was told i wouldn't be able to get the same price i was paying before if i resigned up... so i responded by reminding them that they were in the business of helping ppl who are hurting & that their system was infuriating for someone who's just trying to get help... so then they changed their tune real quick & offered me the price i wanted but i told them i had already signed up with talkspace & immediately my experience was much better with zero frustrations!
""""""""","[<OpenAIObject at 0x7f0336fc14a0> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Pricing: Inconsistent pricing and difficulty in obtaining the same price as others.\n2. Counselor Matching: Poor counselor matching, including pairing with a counselor of a different religion.\n3. Counseling Quality: Inadequate counseling quality, including lack of progress and inappropriate advice.\n4. Customer Service: Poor customer service, including misunderstandings and lack of response.\n5. Experience Level: Inconsistent experience level of counselors, including pairing with inexperienced counselors."",
    ""role"": ""assistant""
  }
}]","['1. Pricing: Inconsistent pricing and difficulty in obtaining the same price as others.', '2. Counselor Matching: Poor counselor matching, including pairing with a counselor of a different religion.', '3. Counseling Quality: Inadequate counseling quality, including lack of progress and inappropriate advice.', '4. Customer Service: Poor customer service, including misunderstandings and lack of response.', '5. Experience Level: Inconsistent experience level of counselors, including pairing with inexperienced counselors.']"
"{'prefix': '\nGenerate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.\nDesired format: {label}: {description}\n', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}",just downloaded rootd today & i think itz such a cute lil app & it helped meh feel calm itz helping my anxiety i highly recommend it to others who live alone try it gives yuh nice  info of anxiety so yuh can really understand what it really is & i learned dat it's no big deal & dat there's nothing to b afraid of but only a natural sensation dat comes & goes but dat yuh have to b brave because yuh r in control of it not it of yuh & since before i did have like a phobia of elevators but now slowly gonna b killing this fear thx 4 reminding me dat i'm in control makes me feel so much better & dat i gotta b brave thx  god bless yuh rootd company & thx 4 looking out 4 us out here.,"
Generate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.
Desired format: {label}: {description}
Review: """"""
just downloaded rootd today & i think itz such a cute lil app & it helped meh feel calm itz helping my anxiety i highly recommend it to others who live alone try it gives yuh nice  info of anxiety so yuh can really understand what it really is & i learned dat it's no big deal & dat there's nothing to b afraid of but only a natural sensation dat comes & goes but dat yuh have to b brave because yuh r in control of it not it of yuh & since before i did have like a phobia of elevators but now slowly gonna b killing this fear thx 4 reminding me dat i'm in control makes me feel so much better & dat i gotta b brave thx  god bless yuh rootd company & thx 4 looking out 4 us out here.
""""""""","[<OpenAIObject at 0x7f0336fc19f0> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Usability: App is easy to navigate and provides helpful information on anxiety.\n2. Performance: App helps users feel calm and in control of their anxiety.\n3. Reliability: App provides accurate information on anxiety and its effects.\n4. Security: App protects user data and privacy.\n5. Compatibility: App is compatible with various devices and operating systems."",
    ""role"": ""assistant""
  }
}]","['1. Usability: App is easy to navigate and provides helpful information on anxiety.', '2. Performance: App helps users feel calm and in control of their anxiety.', '3. Reliability: App provides accurate information on anxiety and its effects.', '4. Security: App protects user data and privacy.', '5. Compatibility: App is compatible with various devices and operating systems.']"
"{'prefix': '\nGenerate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.\nDesired format: {label}: {description}\n', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","i accidentally downloaded it(via my niece) and now i got an update saying i am now a proud owner of the yearly subscription... this app does not make you calm i am highly irritated that they use marketing to little kids to get their sales.. she claimed she accidentally clicked and installed the app while watching ryan, she's only 3 going on 4 so i do not entirely blame her(although i have strictly told her not to download things from the ads she sees for these reasons) but i do understand the terms and services of apple and how they don't let you make returns on stuff like this, it's highly irritating and ironic that an app called calm would make me so dang agitated... please do not have a mindset of a 3 year old when downloading this or you'll pay the price of $75 as i have... 

merry christmas/ happy holidays :)) 

(i've copied and pasted into my notes incase this review is removed for any reason on distributers or apple's side)","
Generate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.
Desired format: {label}: {description}
Review: """"""
i accidentally downloaded it(via my niece) and now i got an update saying i am now a proud owner of the yearly subscription... this app does not make you calm i am highly irritated that they use marketing to little kids to get their sales.. she claimed she accidentally clicked and installed the app while watching ryan, she's only 3 going on 4 so i do not entirely blame her(although i have strictly told her not to download things from the ads she sees for these reasons) but i do understand the terms and services of apple and how they don't let you make returns on stuff like this, it's highly irritating and ironic that an app called calm would make me so dang agitated... please do not have a mindset of a 3 year old when downloading this or you'll pay the price of $75 as i have... 

merry christmas/ happy holidays :)) 

(i've copied and pasted into my notes incase this review is removed for any reason on distributers or apple's side)
""""""""","[<OpenAIObject at 0x7f0336fc1630> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. User Interface: App should have clear and distinct buttons to prevent accidental purchases.\n2. Marketing: App should not use marketing tactics that target children.\n3. Refund Policy: App should have a clear refund policy for accidental purchases.\n4. User Experience: App should provide a calming experience as advertised.\n5. Accessibility: App should have age restrictions or parental controls to prevent accidental downloads by children."",
    ""role"": ""assistant""
  }
}]","['1. User Interface: App should have clear and distinct buttons to prevent accidental purchases.', '2. Marketing: App should not use marketing tactics that target children.', '3. Refund Policy: App should have a clear refund policy for accidental purchases.', '4. User Experience: App should provide a calming experience as advertised.', '5. Accessibility: App should have age restrictions or parental controls to prevent accidental downloads by children.']"
"{'prefix': '\nGenerate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.\nDesired format: {label}: {description}\n', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","this app is for anxiety and to help people who have trouble falling asleep and i can't believe that an app that is supposed to help with things like that that people can't control makes you pay $70 a year you might think that these people would be generous and let you at least have a few things unlocked but no literally every single thing is locked and you can't use it unless you have the stupid extremely expensive subscription again this is especially insane because this is an app for people who have trouble falling asleep or anxiety and you make them pay for something they can't control i feel like this app should be free or at least make it a $10 app because this is insane how much money you want people to pay so they can have better control on something that's really hard for them to handle what you're doing is greedy, selfish, and rude i honestly don't know why there are so many good reviews about this because you literally cannot use anything without the expensive subscription other people might have enough money to pay for something like this but i definitely don't have enough money to pay for something this expensive","
Generate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.
Desired format: {label}: {description}
Review: """"""
this app is for anxiety and to help people who have trouble falling asleep and i can't believe that an app that is supposed to help with things like that that people can't control makes you pay $70 a year you might think that these people would be generous and let you at least have a few things unlocked but no literally every single thing is locked and you can't use it unless you have the stupid extremely expensive subscription again this is especially insane because this is an app for people who have trouble falling asleep or anxiety and you make them pay for something they can't control i feel like this app should be free or at least make it a $10 app because this is insane how much money you want people to pay so they can have better control on something that's really hard for them to handle what you're doing is greedy, selfish, and rude i honestly don't know why there are so many good reviews about this because you literally cannot use anything without the expensive subscription other people might have enough money to pay for something like this but i definitely don't have enough money to pay for something this expensive
""""""""","[<OpenAIObject at 0x7f0336d09f90> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Cost: App requires expensive subscription for full functionality\n2. Accessibility: App is not accessible to those with limited financial resources\n3. Generosity: Lack of generosity in providing free or low-cost options for those in need\n4. Empathy: App does not show empathy towards those struggling with anxiety and sleep issues\n5. Value: App does not provide enough value for the high cost of subscription"",
    ""role"": ""assistant""
  }
}]","['1. Cost: App requires expensive subscription for full functionality', '2. Accessibility: App is not accessible to those with limited financial resources', '3. Generosity: Lack of generosity in providing free or low-cost options for those in need', '4. Empathy: App does not show empathy towards those struggling with anxiety and sleep issues', '5. Value: App does not provide enough value for the high cost of subscription']"
"{'prefix': '\nGenerate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.\nDesired format: {label}: {description}\n', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","i've been using betterhelp for maybe six months now i have a student discount but even with the student discount it is pricey but i believe it is worth it you can switch your therapist if you don't like them which i do like a lot you can video chat text or phone call your therapist and share journal entries which i love you can also attend virtual meetings about other topics that you're interested in like group therapy
i went through two other therapist but i finally found the perfect one the other ones are really good though just not for me what issue i do have is that when i'm doing a voice call session if i hit mute and unmute then it keeps going back on mute every five seconds which is pretty annoying i've already reported it hopefully they can fix that bug soon but other than that the app functionality is good","
Generate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.
Desired format: {label}: {description}
Review: """"""
i've been using betterhelp for maybe six months now i have a student discount but even with the student discount it is pricey but i believe it is worth it you can switch your therapist if you don't like them which i do like a lot you can video chat text or phone call your therapist and share journal entries which i love you can also attend virtual meetings about other topics that you're interested in like group therapy
i went through two other therapist but i finally found the perfect one the other ones are really good though just not for me what issue i do have is that when i'm doing a voice call session if i hit mute and unmute then it keeps going back on mute every five seconds which is pretty annoying i've already reported it hopefully they can fix that bug soon but other than that the app functionality is good
""""""""","[<OpenAIObject at 0x7f0336f03590> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Usability: App should have easy-to-use features for video chat, text, and phone call sessions with therapists.\n2. Reliability: App should not have bugs that interrupt voice call sessions, such as the mute/unmute issue reported by the user.\n3. Customization: App should allow users to switch therapists if they are not satisfied with their current one.\n4. Affordability: App should offer reasonable pricing options, especially for students who may have limited budgets.\n5. Community: App should provide virtual meetings and group therapy sessions for users interested in discussing other mental health topics."",
    ""role"": ""assistant""
  }
}]","['1. Usability: App should have easy-to-use features for video chat, text, and phone call sessions with therapists.', '2. Reliability: App should not have bugs that interrupt voice call sessions, such as the mute/unmute issue reported by the user.', '3. Customization: App should allow users to switch therapists if they are not satisfied with their current one.', '4. Affordability: App should offer reasonable pricing options, especially for students who may have limited budgets.', '5. Community: App should provide virtual meetings and group therapy sessions for users interested in discussing other mental health topics.']"
"{'prefix': '\nGenerate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.\nDesired format: {label}: {description}\n', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","i went to the website and tried to sign up for a basic membership or trial but the site literally will not let you 
it skips over basic membership and charges you $65 for a year to try it and then  says it won't refund any of your money and that you have to contact apple support and beg them for a refund and maybe apple will refund and maybe not 

the same two ppl narrate pretty much everything i tried on the app and the woman tamara's voice is extremely annoying 
i can't meditate to that 
i tried to get a refund and there's no way to contact anyone so think twice before you spend 65 dollars to try something because you can not get refund 
i will be calling credit card company tomorrow to do a charge back 
i used the app for about 30 minutes so i think a month charge would be fair but nope it's $65 .","
Generate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.
Desired format: {label}: {description}
Review: """"""
i went to the website and tried to sign up for a basic membership or trial but the site literally will not let you 
it skips over basic membership and charges you $65 for a year to try it and then  says it won't refund any of your money and that you have to contact apple support and beg them for a refund and maybe apple will refund and maybe not 

the same two ppl narrate pretty much everything i tried on the app and the woman tamara's voice is extremely annoying 
i can't meditate to that 
i tried to get a refund and there's no way to contact anyone so think twice before you spend 65 dollars to try something because you can not get refund 
i will be calling credit card company tomorrow to do a charge back 
i used the app for about 30 minutes so i think a month charge would be fair but nope it's $65 .
""""""""","[<OpenAIObject at 0x7f0336fc5860> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Usability: The website should allow for easy sign-up and clear membership options.\n2. Refund Policy: The app should have a clear and accessible refund policy.\n3. Audio Quality: The app should have high-quality audio for a better user experience.\n4. Customer Support: The app should have accessible customer support for users to contact in case of issues.\n5. Pricing: The app should have transparent pricing options and not charge users without their consent."",
    ""role"": ""assistant""
  }
}]","['1. Usability: The website should allow for easy sign-up and clear membership options.', '2. Refund Policy: The app should have a clear and accessible refund policy.', '3. Audio Quality: The app should have high-quality audio for a better user experience.', '4. Customer Support: The app should have accessible customer support for users to contact in case of issues.', '5. Pricing: The app should have transparent pricing options and not charge users without their consent.']"
"{'prefix': '\nGenerate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.\nDesired format: {label}: {description}\n', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","even though mediation sounds dumb' for some people, headspace is the very opposite; it gives me mindfulness tips and follow up with a mediation, making the mindfulness lesson more memorable, and what i learned so far (and all of them are so freaking helpful) are: observe thoughts instead of reacting and getting carried away with them, if we're reacting to thoughts we are keeping the emotion alive, adding more fuel to the fire; let's thoughts come and go, with a gentle or effortless focus; having a daydream sense of mind let's us take things less seriously and it gives us more freedom, and sooooo many more (i can't remember all at the moment).","
Generate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.
Desired format: {label}: {description}
Review: """"""
even though mediation sounds dumb' for some people, headspace is the very opposite; it gives me mindfulness tips and follow up with a mediation, making the mindfulness lesson more memorable, and what i learned so far (and all of them are so freaking helpful) are: observe thoughts instead of reacting and getting carried away with them, if we're reacting to thoughts we are keeping the emotion alive, adding more fuel to the fire; let's thoughts come and go, with a gentle or effortless focus; having a daydream sense of mind let's us take things less seriously and it gives us more freedom, and sooooo many more (i can't remember all at the moment).
""""""""","[<OpenAIObject at 0x7f0336fc5e00> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Usability: Provides mindfulness tips and follow-up meditations for a memorable experience\n2. Performance: Offers helpful lessons such as observing thoughts and having a daydream sense of mind\n3. Reliability: Helps users avoid reacting to thoughts and keeping emotions alive\n4. Security: Protects user data and privacy while using the app\n5. Compatibility: Works seamlessly on different devices and operating systems."",
    ""role"": ""assistant""
  }
}]","['1. Usability: Provides mindfulness tips and follow-up meditations for a memorable experience', '2. Performance: Offers helpful lessons such as observing thoughts and having a daydream sense of mind', '3. Reliability: Helps users avoid reacting to thoughts and keeping emotions alive', '4. Security: Protects user data and privacy while using the app', '5. Compatibility: Works seamlessly on different devices and operating systems.']"
"{'prefix': '\nGenerate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.\nDesired format: {label}: {description}\n', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","as a marketing, public relations and communications agency owner and consultant i have worked with many hundreds of journalists and writers and can say whole heartedly that dan harris is among the best interviewers - he knows the subjects so well he is able to distill scientific and professional jargon into simple language for the novice or beginner student of mindfulness, meditation and other subjects  which have proven evidence based results for helping us heal and evolve our self care toward a more joy filled and less stressful life.","
Generate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.
Desired format: {label}: {description}
Review: """"""
as a marketing, public relations and communications agency owner and consultant i have worked with many hundreds of journalists and writers and can say whole heartedly that dan harris is among the best interviewers - he knows the subjects so well he is able to distill scientific and professional jargon into simple language for the novice or beginner student of mindfulness, meditation and other subjects  which have proven evidence based results for helping us heal and evolve our self care toward a more joy filled and less stressful life.
""""""""","[<OpenAIObject at 0x7f0336fc5900> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Usability: App should be designed for novice or beginner students of mindfulness and meditation.\n2. Performance: App should be able to distill scientific and professional jargon into simple language.\n3. Reliability: App should provide evidence-based results for helping users heal and evolve their self-care.\n4. Security: App should protect user data and maintain privacy.\n5. Compatibility: App should be compatible with various devices and operating systems."",
    ""role"": ""assistant""
  }
}]","['1. Usability: App should be designed for novice or beginner students of mindfulness and meditation.', '2. Performance: App should be able to distill scientific and professional jargon into simple language.', '3. Reliability: App should provide evidence-based results for helping users heal and evolve their self-care.', '4. Security: App should protect user data and maintain privacy.', '5. Compatibility: App should be compatible with various devices and operating systems.']"
"{'prefix': '\nGenerate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.\nDesired format: {label}: {description}\n', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","the ai uses an excess of emojis and even the responses that are supposed to be able to be written and interpreted use them excessively

the reviews are certainly heavily inflated whether by app stores themselves or purchased reviews, any and all developer responses are scripts that they only tweak to say we assure you we x, likely to try and spread disinformation

they backlessly claim they've had the ai which is in fact a preprogrammed questionnaire tested at esteemed universities, and continuously inflate their own egos by praising themselves within the first minute of talking with the ai

as said by another reviewer, it is extraordinarily childish in behaviour, and talks patronisingly","
Generate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.
Desired format: {label}: {description}
Review: """"""
the ai uses an excess of emojis and even the responses that are supposed to be able to be written and interpreted use them excessively

the reviews are certainly heavily inflated whether by app stores themselves or purchased reviews, any and all developer responses are scripts that they only tweak to say we assure you we x, likely to try and spread disinformation

they backlessly claim they've had the ai which is in fact a preprogrammed questionnaire tested at esteemed universities, and continuously inflate their own egos by praising themselves within the first minute of talking with the ai

as said by another reviewer, it is extraordinarily childish in behaviour, and talks patronisingly
""""""""","[<OpenAIObject at 0x7f0336fc1ae0> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. User Interface: Excessive use of emojis and patronizing language\n2. Authenticity: Suspected inflated reviews and scripted developer responses\n3. Accuracy: Misleading claims about AI testing and pre-programmed questionnaire\n4. Professionalism: Self-praise within the app and childish behavior\n5. Communication: Excessive use of patronizing language by the AI"",
    ""role"": ""assistant""
  }
}]","['1. User Interface: Excessive use of emojis and patronizing language', '2. Authenticity: Suspected inflated reviews and scripted developer responses', '3. Accuracy: Misleading claims about AI testing and pre-programmed questionnaire', '4. Professionalism: Self-praise within the app and childish behavior', '5. Communication: Excessive use of patronizing language by the AI']"
"{'prefix': '\nGenerate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.\nDesired format: {label}: {description}\n', 'top_p': 0.1, 'temperature': 0.1, 'max_tokens': 150, 'presence_penalty': 0.1, 'frequency_penalty': 0.1}","even though a decent app there are issues
no linkage to app store purchase history 
no notification of impending renewal 
no non-automated response to inquiries 
no way to cancel via app store
says billed via apple pay but transaction doesn't show on apple pay transactions
subscription defaulted to family plan at 2x the price
unsubscribe did not issue a refund
billing terms can't be found
impossible to get a real support person to help
disputing via credit card, last resort.","
Generate minimum of five labels for Non Functional Requirements with very concise description that summarize the following mental health app review.
Desired format: {label}: {description}
Review: """"""
even though a decent app there are issues
no linkage to app store purchase history 
no notification of impending renewal 
no non-automated response to inquiries 
no way to cancel via app store
says billed via apple pay but transaction doesn't show on apple pay transactions
subscription defaulted to family plan at 2x the price
unsubscribe did not issue a refund
billing terms can't be found
impossible to get a real support person to help
disputing via credit card, last resort.
""""""""","[<OpenAIObject at 0x7f0336fc5a90> JSON: {
  ""finish_reason"": ""stop"",
  ""index"": 0,
  ""message"": {
    ""content"": ""1. Billing Transparency: App lacks clear billing terms and does not show transactions on Apple Pay.\n2. Customer Support: No non-automated response to inquiries and difficult to get a real support person to help.\n3. Subscription Management: No notification of impending renewal and no way to cancel via app store.\n4. Refund Policy: Unsubscribe did not issue a refund.\n5. Pricing Accuracy: Subscription defaulted to family plan at 2x the price."",
    ""role"": ""assistant""
  }
}]","['1. Billing Transparency: App lacks clear billing terms and does not show transactions on Apple Pay.', '2. Customer Support: No non-automated response to inquiries and difficult to get a real support person to help.', '3. Subscription Management: No notification of impending renewal and no way to cancel via app store.', '4. Refund Policy: Unsubscribe did not issue a refund.', '5. Pricing Accuracy: Subscription defaulted to family plan at 2x the price.']"
